UserRatingID,CustomerID,DishID,Rating,ReviewText
223,24,49,5,"Fantastic, highly recommend!"
224,25,19,5,"Fantastic, highly recommend!"
225,25,4,1,"Terrible, not recommended."
226,25,17,3,"It was okay, nothing special."
227,25,42,3,"It was okay, nothing special."
228,25,32,3,"It was okay, nothing special."
229,25,23,1,"Terrible, not recommended."
230,25,41,5,"Fantastic, highly recommend!"
231,25,29,4,"Quite good, I enjoyed it."
232,25,15,1,"Terrible, not recommended."
233,25,31,4,"Quite good, I enjoyed it."
234,25,20,2,"Not great, wouldn't order again."
235,25,25,3,"It was okay, nothing special."
236,25,12,2,"Not great, wouldn't order again."
237,25,38,3,"It was okay, nothing special."
238,25,5,4,"Quite good, I enjoyed it."
239,26,46,1,"Terrible, not recommended."
240,26,23,3,"It was okay, nothing special."
241,26,13,4,"Quite good, I enjoyed it."
242,26,33,4,"Quite good, I enjoyed it."
243,26,27,3,"It was okay, nothing special."
244,26,5,1,"Terrible, not recommended."
245,26,26,2,"Not great, wouldn't order again."
246,26,34,3,"It was okay, nothing special."
247,26,16,5,"Fantastic, highly recommend!"
248,26,25,1,"Terrible, not recommended."
249,26,3,2,"Not great, wouldn't order again."
250,26,29,3,"It was okay, nothing special."
251,26,44,3,"It was okay, nothing special."
252,26,4,1,"Terrible, not recommended."
253,26,32,4,"Quite good, I enjoyed it."
254,27,42,1,"Terrible, not recommended."
255,27,7,2,"Not great, wouldn't order again."
256,27,15,2,"Not great, wouldn't order again."
257,27,6,2,"Not great, wouldn't order again."
258,27,24,3,"It was okay, nothing special."
259,27,50,1,"Terrible, not recommended."
260,27,31,3,"It was okay, nothing special."
261,27,9,5,"Fantastic, highly recommend!"
262,27,13,4,"Quite good, I enjoyed it."
263,27,18,2,"Not great, wouldn't order again."
264,27,38,5,"Fantastic, highly recommend!"
265,27,12,3,"It was okay, nothing special."
266,27,20,1,"Terrible, not recommended."
267,27,14,2,"Not great, wouldn't order again."
268,27,1,3,"It was okay, nothing special."
269,28,15,3,"It was okay, nothing special."
270,28,24,1,"Terrible, not recommended."
271,28,8,4,"Quite good, I enjoyed it."
272,28,11,4,"Quite good, I enjoyed it."
273,28,47,1,"Terrible, not recommended."
274,28,25,3,"It was okay, nothing special."
275,28,10,5,"Fantastic, highly recommend!"
276,28,50,1,"Terrible, not recommended."
277,28,16,3,"It was okay, nothing special."
278,28,26,3,"It was okay, nothing special."
279,29,35,5,"Fantastic, highly recommend!"
280,29,17,3,"It was okay, nothing special."
281,29,23,1,"Terrible, not recommended."
282,29,41,1,"Terrible, not recommended."
283,29,20,1,"Terrible, not recommended."
284,29,40,4,"Quite good, I enjoyed it."
285,29,9,3,"It was okay, nothing special."
286,29,5,4,"Quite good, I enjoyed it."
287,29,4,3,"It was okay, nothing special."
288,29,37,2,"Not great, wouldn't order again."
289,29,16,1,"Terrible, not recommended."
290,29,10,4,"Quite good, I enjoyed it."
291,30,24,4,"Quite good, I enjoyed it."
292,30,50,1,"Terrible, not recommended."
293,30,27,1,"Terrible, not recommended."
294,30,5,2,"Not great, wouldn't order again."
295,30,46,5,"Fantastic, highly recommend!"
296,31,35,1,"Terrible, not recommended."
297,31,41,3,"It was okay, nothing special."
298,31,3,4,"Quite good, I enjoyed it."
299,31,49,1,"Terrible, not recommended."
300,31,17,1,"Terrible, not recommended."
301,31,34,2,"Not great, wouldn't order again."
302,31,11,4,"Quite good, I enjoyed it."
303,31,1,5,"Fantastic, highly recommend!"
304,31,8,3,"It was okay, nothing special."
305,32,45,2,"Not great, wouldn't order again."
306,32,3,3,"It was okay, nothing special."
307,32,16,5,"Fantastic, highly recommend!"
308,32,6,3,"It was okay, nothing special."
309,32,29,1,"Terrible, not recommended."
310,33,14,4,"Quite good, I enjoyed it."
311,33,50,4,"Quite good, I enjoyed it."
312,33,18,5,"Fantastic, highly recommend!"
313,33,36,3,"It was okay, nothing special."
314,33,27,3,"It was okay, nothing special."
315,33,28,3,"It was okay, nothing special."
316,34,23,3,"It was okay, nothing special."
317,34,11,3,"It was okay, nothing special."
318,34,28,5,"Fantastic, highly recommend!"
319,34,13,4,"Quite good, I enjoyed it."
320,34,31,3,"It was okay, nothing special."
321,34,9,4,"Quite good, I enjoyed it."
322,35,49,3,"It was okay, nothing special."
323,35,5,2,"Not great, wouldn't order again."
324,35,32,2,"Not great, wouldn't order again."
325,35,33,1,"Terrible, not recommended."
326,35,10,4,"Quite good, I enjoyed it."
327,35,9,5,"Fantastic, highly recommend!"
328,35,38,2,"Not great, wouldn't order again."
329,35,44,5,"Fantastic, highly recommend!"
330,36,2,1,"Terrible, not recommended."
331,36,50,5,"Fantastic, highly recommend!"
332,36,14,2,"Not great, wouldn't order again."
333,36,33,3,"It was okay, nothing special."
334,36,3,4,"Quite good, I enjoyed it."
335,36,9,3,"It was okay, nothing special."
336,37,4,4,"Quite good, I enjoyed it."
337,37,50,2,"Not great, wouldn't order again."
338,37,36,4,"Quite good, I enjoyed it."
339,37,49,3,"It was okay, nothing special."
340,37,6,2,"Not great, wouldn't order again."
341,37,39,4,"Quite good, I enjoyed it."
342,37,9,2,"Not great, wouldn't order again."
343,37,5,3,"It was okay, nothing special."
344,37,37,3,"It was okay, nothing special."
345,37,44,4,"Quite good, I enjoyed it."
346,38,21,4,"Quite good, I enjoyed it."
347,38,45,1,"Terrible, not recommended."
348,38,7,5,"Fantastic, highly recommend!"
349,38,15,5,"Fantastic, highly recommend!"
350,38,23,2,"Not great, wouldn't order again."
351,38,50,2,"Not great, wouldn't order again."
352,38,14,4,"Quite good, I enjoyed it."
353,38,28,1,"Terrible, not recommended."
354,38,34,3,"It was okay, nothing special."
355,38,1,5,"Fantastic, highly recommend!"
356,38,24,1,"Terrible, not recommended."
357,39,17,4,"Quite good, I enjoyed it."
358,39,25,5,"Fantastic, highly recommend!"
359,39,9,4,"Quite good, I enjoyed it."
360,39,20,2,"Not great, wouldn't order again."
361,39,13,4,"Quite good, I enjoyed it."
362,39,34,2,"Not great, wouldn't order again."
363,40,14,1,"Terrible, not recommended."
364,40,39,5,"Fantastic, highly recommend!"
365,40,3,4,"Quite good, I enjoyed it."
366,40,8,4,"Quite good, I enjoyed it."
367,40,49,4,"Quite good, I enjoyed it."
368,40,27,3,"It was okay, nothing special."
369,40,24,4,"Quite good, I enjoyed it."
370,40,45,1,"Terrible, not recommended."
371,40,4,5,"Fantastic, highly recommend!"
372,40,30,2,"Not great, wouldn't order again."
373,40,17,3,"It was okay, nothing special."
374,40,41,2,"Not great, wouldn't order again."
375,41,34,1,"Terrible, not recommended."
376,41,27,4,"Quite good, I enjoyed it."
377,41,19,4,"Quite good, I enjoyed it."
378,41,45,5,"Fantastic, highly recommend!"
379,41,6,3,"It was okay, nothing special."
380,41,38,1,"Terrible, not recommended."
381,41,49,1,"Terrible, not recommended."
382,41,50,4,"Quite good, I enjoyed it."
383,41,17,1,"Terrible, not recommended."
384,41,26,2,"Not great, wouldn't order again."
385,41,28,5,"Fantastic, highly recommend!"
386,42,11,5,"Fantastic, highly recommend!"
387,42,36,5,"Fantastic, highly recommend!"
388,42,34,4,"Quite good, I enjoyed it."
389,42,45,4,"Quite good, I enjoyed it."
390,42,5,1,"Terrible, not recommended."
391,43,21,3,"It was okay, nothing special."
392,43,19,1,"Terrible, not recommended."
393,43,45,3,"It was okay, nothing special."
394,43,42,3,"It was okay, nothing special."
395,43,48,3,"It was okay, nothing special."
396,43,47,5,"Fantastic, highly recommend!"
397,43,37,2,"Not great, wouldn't order again."
398,43,13,1,"Terrible, not recommended."
399,43,16,2,"Not great, wouldn't order again."
400,43,36,4,"Quite good, I enjoyed it."
401,43,50,3,"It was okay, nothing special."
402,43,2,4,"Quite good, I enjoyed it."
403,44,23,1,"Terrible, not recommended."
404,44,35,3,"It was okay, nothing special."
405,44,9,5,"Fantastic, highly recommend!"
406,44,1,1,"Terrible, not recommended."
407,44,11,5,"Fantastic, highly recommend!"
408,45,14,5,"Fantastic, highly recommend!"
409,45,18,2,"Not great, wouldn't order again."
410,45,43,2,"Not great, wouldn't order again."
411,45,42,5,"Fantastic, highly recommend!"
412,45,27,5,"Fantastic, highly recommend!"
413,45,41,1,"Terrible, not recommended."
414,45,49,3,"It was okay, nothing special."
415,45,22,2,"Not great, wouldn't order again."
416,45,16,2,"Not great, wouldn't order again."
417,45,45,1,"Terrible, not recommended."
418,45,39,4,"Quite good, I enjoyed it."
419,45,21,1,"Terrible, not recommended."
420,46,29,1,"Terrible, not recommended."
421,46,38,5,"Fantastic, highly recommend!"
422,46,21,3,"It was okay, nothing special."
423,46,2,3,"It was okay, nothing special."
424,46,15,4,"Quite good, I enjoyed it."
425,46,24,4,"Quite good, I enjoyed it."
426,46,43,2,"Not great, wouldn't order again."
427,46,40,2,"Not great, wouldn't order again."
428,46,26,3,"It was okay, nothing special."
429,46,13,5,"Fantastic, highly recommend!"
430,46,27,3,"It was okay, nothing special."
431,46,19,1,"Terrible, not recommended."
432,47,19,4,"Quite good, I enjoyed it."
433,47,40,4,"Quite good, I enjoyed it."
434,47,8,4,"Quite good, I enjoyed it."
435,47,6,3,"It was okay, nothing special."
436,47,22,5,"Fantastic, highly recommend!"
437,48,23,4,"Quite good, I enjoyed it."
438,48,37,3,"It was okay, nothing special."
439,48,46,1,"Terrible, not recommended."
440,48,45,4,"Quite good, I enjoyed it."
441,48,35,3,"It was okay, nothing special."
442,48,50,3,"It was okay, nothing special."
443,48,43,1,"Terrible, not recommended."
444,48,34,2,"Not great, wouldn't order again."
445,48,27,4,"Quite good, I enjoyed it."
446,48,4,3,"It was okay, nothing special."
447,49,48,4,"Quite good, I enjoyed it."
448,49,46,5,"Fantastic, highly recommend!"
449,49,25,4,"Quite good, I enjoyed it."
450,49,13,3,"It was okay, nothing special."
451,49,43,5,"Fantastic, highly recommend!"
452,49,42,3,"It was okay, nothing special."
453,49,22,1,"Terrible, not recommended."
454,50,8,4,"Quite good, I enjoyed it."
455,50,27,1,"Terrible, not recommended."
456,50,23,4,"Quite good, I enjoyed it."
457,50,2,3,"It was okay, nothing special."
458,50,6,3,"It was okay, nothing special."
459,50,50,4,"Quite good, I enjoyed it."
460,50,12,1,"Terrible, not recommended."
461,50,40,5,"Fantastic, highly recommend!"
462,50,25,1,"Terrible, not recommended."
463,51,9,4,"Quite good, I enjoyed it."
464,51,47,1,"Terrible, not recommended."
465,51,3,2,"Not great, wouldn't order again."
466,51,11,5,"Fantastic, highly recommend!"
467,51,20,3,"It was okay, nothing special."
468,51,10,1,"Terrible, not recommended."
469,52,50,1,"Terrible, not recommended."
470,52,35,1,"Terrible, not recommended."
471,52,32,3,"It was okay, nothing special."
472,52,17,4,"Quite good, I enjoyed it."
473,52,18,1,"Terrible, not recommended."
474,52,2,5,"Fantastic, highly recommend!"
475,52,40,1,"Terrible, not recommended."
476,52,46,5,"Fantastic, highly recommend!"
477,52,48,5,"Fantastic, highly recommend!"
478,52,42,2,"Not great, wouldn't order again."
479,53,1,2,"Not great, wouldn't order again."
480,53,15,3,"It was okay, nothing special."
481,53,16,5,"Fantastic, highly recommend!"
482,53,13,5,"Fantastic, highly recommend!"
483,53,4,5,"Fantastic, highly recommend!"
484,53,36,2,"Not great, wouldn't order again."
485,54,16,2,"Not great, wouldn't order again."
486,54,13,1,"Terrible, not recommended."
487,54,40,3,"It was okay, nothing special."
488,54,46,5,"Fantastic, highly recommend!"
489,54,17,1,"Terrible, not recommended."
490,54,21,3,"It was okay, nothing special."
491,54,12,1,"Terrible, not recommended."
492,54,14,3,"It was okay, nothing special."
493,54,18,2,"Not great, wouldn't order again."
494,54,10,2,"Not great, wouldn't order again."
495,54,49,4,"Quite good, I enjoyed it."
496,54,4,1,"Terrible, not recommended."
497,55,47,5,"Fantastic, highly recommend!"
498,55,22,5,"Fantastic, highly recommend!"
499,55,7,3,"It was okay, nothing special."
500,55,18,1,"Terrible, not recommended."
501,55,12,2,"Not great, wouldn't order again."
502,55,50,2,"Not great, wouldn't order again."
503,55,21,1,"Terrible, not recommended."
504,55,17,2,"Not great, wouldn't order again."
505,55,35,1,"Terrible, not recommended."
506,55,42,1,"Terrible, not recommended."
507,56,22,3,"It was okay, nothing special."
508,56,18,4,"Quite good, I enjoyed it."
509,56,7,3,"It was okay, nothing special."
510,56,1,5,"Fantastic, highly recommend!"
511,56,5,4,"Quite good, I enjoyed it."
512,56,10,5,"Fantastic, highly recommend!"
513,56,20,1,"Terrible, not recommended."
514,56,6,4,"Quite good, I enjoyed it."
515,56,44,1,"Terrible, not recommended."
516,56,21,4,"Quite good, I enjoyed it."
517,56,33,4,"Quite good, I enjoyed it."
518,56,43,4,"Quite good, I enjoyed it."
519,56,26,4,"Quite good, I enjoyed it."
520,56,28,3,"It was okay, nothing special."
521,57,11,1,"Terrible, not recommended."
522,57,35,5,"Fantastic, highly recommend!"
523,57,4,3,"It was okay, nothing special."
524,57,19,5,"Fantastic, highly recommend!"
525,57,41,4,"Quite good, I enjoyed it."
526,57,38,4,"Quite good, I enjoyed it."
527,57,43,4,"Quite good, I enjoyed it."
528,57,27,5,"Fantastic, highly recommend!"
529,57,31,2,"Not great, wouldn't order again."
530,57,50,2,"Not great, wouldn't order again."
531,57,7,4,"Quite good, I enjoyed it."
532,57,16,3,"It was okay, nothing special."
533,57,20,2,"Not great, wouldn't order again."
534,58,26,5,"Fantastic, highly recommend!"
535,58,17,5,"Fantastic, highly recommend!"
536,58,50,1,"Terrible, not recommended."
537,58,21,1,"Terrible, not recommended."
538,58,16,3,"It was okay, nothing special."
539,58,4,2,"Not great, wouldn't order again."
540,58,7,1,"Terrible, not recommended."
541,58,9,1,"Terrible, not recommended."
542,58,40,3,"It was okay, nothing special."
543,59,39,2,"Not great, wouldn't order again."
544,59,7,5,"Fantastic, highly recommend!"
545,59,13,2,"Not great, wouldn't order again."
546,59,33,4,"Quite good, I enjoyed it."
547,59,2,4,"Quite good, I enjoyed it."
548,60,43,1,"Terrible, not recommended."
549,60,32,3,"It was okay, nothing special."
550,60,13,2,"Not great, wouldn't order again."
551,60,22,3,"It was okay, nothing special."
552,60,21,5,"Fantastic, highly recommend!"
553,60,24,3,"It was okay, nothing special."
554,60,35,3,"It was okay, nothing special."
555,60,2,1,"Terrible, not recommended."
556,60,8,5,"Fantastic, highly recommend!"
557,60,4,5,"Fantastic, highly recommend!"
558,60,6,5,"Fantastic, highly recommend!"
559,60,50,3,"It was okay, nothing special."
560,61,12,1,"Terrible, not recommended."
561,61,29,2,"Not great, wouldn't order again."
562,61,1,3,"It was okay, nothing special."
563,61,5,2,"Not great, wouldn't order again."
564,61,44,4,"Quite good, I enjoyed it."
565,61,22,1,"Terrible, not recommended."
566,61,45,3,"It was okay, nothing special."
567,61,47,2,"Not great, wouldn't order again."
568,61,35,3,"It was okay, nothing special."
569,62,1,5,"Fantastic, highly recommend!"
570,62,46,3,"It was okay, nothing special."
571,62,44,3,"It was okay, nothing special."
572,62,40,2,"Not great, wouldn't order again."
573,62,38,5,"Fantastic, highly recommend!"
574,62,14,4,"Quite good, I enjoyed it."
575,62,12,2,"Not great, wouldn't order again."
576,62,26,2,"Not great, wouldn't order again."
577,62,35,1,"Terrible, not recommended."
578,62,48,4,"Quite good, I enjoyed it."
579,62,47,2,"Not great, wouldn't order again."
580,63,43,3,"It was okay, nothing special."
581,63,38,4,"Quite good, I enjoyed it."
582,63,15,5,"Fantastic, highly recommend!"
583,63,45,2,"Not great, wouldn't order again."
584,63,14,1,"Terrible, not recommended."
585,63,5,1,"Terrible, not recommended."
586,63,6,3,"It was okay, nothing special."
587,63,19,5,"Fantastic, highly recommend!"
588,63,36,1,"Terrible, not recommended."
589,64,48,4,"Quite good, I enjoyed it."
590,64,5,1,"Terrible, not recommended."
591,64,26,1,"Terrible, not recommended."
592,64,22,2,"Not great, wouldn't order again."
593,64,12,4,"Quite good, I enjoyed it."
594,64,31,3,"It was okay, nothing special."
595,65,25,1,"Terrible, not recommended."
596,65,44,5,"Fantastic, highly recommend!"
597,65,48,2,"Not great, wouldn't order again."
598,65,12,4,"Quite good, I enjoyed it."
599,65,35,3,"It was okay, nothing special."
600,65,21,5,"Fantastic, highly recommend!"
601,65,5,3,"It was okay, nothing special."
602,65,6,3,"It was okay, nothing special."
603,65,17,1,"Terrible, not recommended."
604,65,36,2,"Not great, wouldn't order again."
605,65,3,2,"Not great, wouldn't order again."
606,65,20,4,"Quite good, I enjoyed it."
607,65,39,3,"It was okay, nothing special."
608,65,18,1,"Terrible, not recommended."
609,65,34,3,"It was okay, nothing special."
610,66,13,5,"Fantastic, highly recommend!"
611,66,28,1,"Terrible, not recommended."
612,66,39,1,"Terrible, not recommended."
613,66,38,2,"Not great, wouldn't order again."
614,66,44,2,"Not great, wouldn't order again."
615,66,32,2,"Not great, wouldn't order again."
616,66,36,4,"Quite good, I enjoyed it."
617,66,29,2,"Not great, wouldn't order again."
618,66,49,3,"It was okay, nothing special."
619,66,11,1,"Terrible, not recommended."
620,66,12,4,"Quite good, I enjoyed it."
621,66,40,3,"It was okay, nothing special."
622,67,46,3,"It was okay, nothing special."
623,67,42,3,"It was okay, nothing special."
624,67,38,2,"Not great, wouldn't order again."
625,67,45,5,"Fantastic, highly recommend!"
626,67,21,2,"Not great, wouldn't order again."
627,67,47,1,"Terrible, not recommended."
628,67,25,1,"Terrible, not recommended."
629,67,20,4,"Quite good, I enjoyed it."
630,67,4,3,"It was okay, nothing special."
631,67,39,1,"Terrible, not recommended."
632,67,50,1,"Terrible, not recommended."
633,67,8,1,"Terrible, not recommended."
634,67,35,4,"Quite good, I enjoyed it."
635,68,23,2,"Not great, wouldn't order again."
636,68,30,2,"Not great, wouldn't order again."
637,68,50,4,"Quite good, I enjoyed it."
638,68,10,1,"Terrible, not recommended."
639,68,4,4,"Quite good, I enjoyed it."
640,68,25,4,"Quite good, I enjoyed it."
641,68,48,5,"Fantastic, highly recommend!"
642,68,21,3,"It was okay, nothing special."
643,68,5,1,"Terrible, not recommended."
644,68,16,5,"Fantastic, highly recommend!"
645,68,42,4,"Quite good, I enjoyed it."
646,68,37,2,"Not great, wouldn't order again."
647,68,46,1,"Terrible, not recommended."
648,68,2,2,"Not great, wouldn't order again."
649,68,29,2,"Not great, wouldn't order again."
650,69,40,5,"Fantastic, highly recommend!"
